customer_last_name,film_list
SCHRADER,"AFFAIR PREJUDICE,BEVERLY OUTLAW,BLADE POLISH,CADDYSHACK JEDI,CANYON STOCK,CLEOPATRA DEVIL,COLDBLOODED DARLING,DARKNESS WAR,DESPERATE TRAINSPOTTING,DURHAM PANKY,EDGE KISSING,GOODFELLAS SALUTE,INNOCENT USUAL,INSECTS STONE,JINGLE SAGEBRUSH,KARATE MOON,LANGUAGE COWBOY,LIES TREATMENT,MOONSHINE CABIN,OTHERS SOUP,POCUS PULP,RUGRATS SHAKESPEARE,SONS INTERVIEW,TAXI KICK,TOWN ARK,VANISHING ROCKY,VOLCANO TEXAS,WINDOW SIDE,WOLVES DESIRE"
SCHULER,"CLOSER BANG,CONVERSATION DOWNHILL,DOUBLE WRATH,DURHAM PANKY,DYNAMITE TARZAN,FACTORY DRAGON,FROST HEAD,GASLIGHT CRUSADE,HANKY OCTOBER,LOSE INCH,LOST BIRD,MASKED BUBBLE,MOTHER OLEANDER,OUTLAW HANKY,PINOCCHIO SIMON,ROCKETEER MOTHER,RUGRATS SHAKESPEARE,STREETCAR INTENTIONS,SUIT WALLS,TITANS JERK,TITANS JERK,UNFAITHFUL KILL"
SCHWAB,"AGENT TRUMAN,ARTIST COLDBLOODED,CAT CONEHEADS,CONNECTION MICROCOSMOS,DYNAMITE TARZAN,FIDELITY DEVIL,GAMES BOWFINGER,GANGS PRIDE,KRAMER CHOCOLATE,OUTBREAK DIVINE,PIRATES ROXANNE,SCARFACE BANG,SECRETARY ROUGE,TREATMENT JEKYLL,TRIP NEWTON,TROUBLE DATE,VACATION BOONDOCK,VICTORY ACADEMY,WORKING MICROCOSMOS,YOUTH KICK"
SCHWARZ,"AIRPORT POLLOCK,ALADDIN CALENDAR,APACHE DIVINE,CAROL TEXAS,CHAPLIN LICENSE,CONQUERER NUTS,DOCTOR GRAIL,DOZEN LION,ESCAPE METROPOLIS,FELLOWSHIP AUTUMN,HOME PITY,HOURS RAGE,JASON TRAP,JEDI BENEATH,OSCAR GOLD,OUTBREAK DIVINE,ROSES TREASURE,SCARFACE BANG,TEEN APOLLO,TRACY CIDER,UNCUT SUICIDES,WAR NOTTING,WIZARD COLDBLOODED"
SCOTT,"ACADEMY DINOSAUR,AMADEUS HOLY,ANALYZE HOOSIERS,ARMY FLINTSTONES,BLUES INSTINCT,CHOCOLAT HARRY,CONFIDENTIAL INTERVIEW,CONNECTICUT TRAMP,DESERT POSEIDON,FIDDLER LOST,FIGHT JAWBREAKER,FORWARD TEMPLE,HURRICANE AFFAIR,LIBERTY MAGNIFICENT,LOATHING LEGALLY,MINDS TRUMAN,NIGHTMARE CHILL,PATTON INTERVIEW,RECORDS ZORRO,ROBBERS JOON,ROUGE SQUAD,SADDLE ANTITRUST,SNATCHERS MONTEZUMA,WRONG BEHAVIOR"
SCROGGINS,"BALLROOM MOCKINGBIRD,BEAST HUNCHBACK,BIRD INDEPENDENCE,BULL SHAWSHANK,CALENDAR GUNFIGHT,CLERKS ANGELS,CLUE GRAIL,COLDBLOODED DARLING,EAGLES PANKY,FRENCH HOLIDAY,FRIDA SLIPPER,HARPER DYING,HUNCHBACK IMPOSSIBLE,IGBY MAKER,INSECTS STONE,INTENTIONS EMPIRE,JADE BUNCH,MAJESTIC FLOATS,MILE MULAN,MISSION ZOOLANDER,NATIONAL STORY,OPERATION OPERATION,SCISSORHANDS SLUMS,STAMPEDE DISTURBING,TELEMARK HEARTBREAKERS,TIGHTS DAWN,TRAP GUYS,WAGON JAWS,WIND PHANTOM,WORDS HUNTER"
SEAL,"BETRAYED REAR,BIKINI BORROWERS,BLUES INSTINCT,BRINGING HYSTERICAL,CYCLONE FAMILY,DATE SPEED,DESIRE ALIEN,DESTINY SATURDAY,DUMBO LUST,DURHAM PANKY,ENGLISH BULWORTH,FIDELITY DEVIL,FOOL MOCKINGBIRD,FORRESTER COMANCHEROS,GANGS PRIDE,GOLDMINE TYCOON,HEAVYWEIGHTS BEAST,HIGH ENCINO,INCH JET,INSECTS STONE,LONELY ELEPHANT,MASSAGE IMAGE,METAL ARMAGEDDON,MILLION ACE,MISSION ZOOLANDER,MOONWALKER FOOL,MULHOLLAND BEAST,NOVOCAINE FLIGHT,PARIS WEEKEND,PICKUP DRIVING,PRINCESS GIANT,QUEST MUSSOLINI,RACER EGG,REAP UNFAITHFUL,REMEMBER DIARY,RIDGEMONT SUBMARINE,ROBBERY BRIGHT,SINNERS ATLANTIS,SLUMS DUCK,SPLASH GUMP,SPY MILE,STING PERSONAL,TERMINATOR CLUB,WEDDING APOLLO,WEDDING APOLLO"
SELBY,"ARACHNOPHOBIA ROLLERCOASTER,BEAUTY GREASE,CORE SUIT,DORADO NOTTING,DRIFTER COMMANDMENTS,DRIFTER COMMANDMENTS,DRUMLINE CYCLONE,EXPECATIONS NATURAL,FELLOWSHIP AUTUMN,FEVER EMPIRE,LIAISONS SWEET,MUSCLE BRIGHT,NETWORK PEAK,ORANGE GRAPES,PATIENT SISTER,PERFECT GROOVE,SHOCK CABIN,SLEEPING SUSPECTS,SWEDEN SHINING,TEEN APOLLO,USUAL UNTOUCHABLES,VALENTINE VANISHING,WILLOW TRACY,ZHIVAGO CORE"
SEWARD,"AGENT TRUMAN,ARIZONA BANG,ATLANTIS CAUSE,BACKLASH UNDEFEATED,BANG KWAI,BAREFOOT MANCHURIAN,CALENDAR GUNFIGHT,CHARADE DUFFEL,CIDER DESIRE,CRAZY HOME,DARKO DORADO,DOUBLE WRATH,DRIFTER COMMANDMENTS,ENTRAPMENT SATISFACTION,HARRY IDAHO,HORN WORKING,IDAHO LOVE,MODERN DORADO,MONTEZUMA COMMAND,MOSQUITO ARMAGEDDON,MOULIN WAKE,NECKLACE OUTBREAK,NOVOCAINE FLIGHT,PATHS CONTROL,POTTER CONNECTICUT,REMEMBER DIARY,RIDGEMONT SUBMARINE,SEA VIRGIN,SHRUNK DIVINE,SMOKING BARBARELLA,SPOILERS HELLFIGHTERS,STAMPEDE DISTURBING,SUNDANCE INVASION,SWEETHEARTS SUSPECTS,WOMEN DORADO"
SHANKS,"CAT CONEHEADS,CHEAPER CLYDE,CLASH FREDDY,DESTINATION JERK,DOWNHILL ENOUGH,ELEPHANT TROJAN,GILMORE BOILED,GRADUATE LORD,GREEDY ROOTS,HAWK CHILL,HEAVEN FREEDOM,HOMEWARD CIDER,INTERVIEW LIAISONS,LOSE INCH,LUCK OPUS,MICROCOSMOS PARADISE,MIRACLE VIRTUAL,MONEY HAROLD,MULHOLLAND BEAST,RUN PACIFIC,SECRET GROUNDHOG,SPLASH GUMP,SUMMER SCARFACE,THIN SAGEBRUSH,WAIT CIDER,WATCH TRACY,WESTWARD SEABISCUIT"
SHAW,"AIRPORT POLLOCK,ANACONDA CONFESSIONS,ARIZONA BANG,BILL OTHERS,BRANNIGAN SUNRISE,BUTTERFLY CHOCOLAT,CLOSER BANG,DARKO DORADO,DEER VIRGINIAN,DISCIPLE MOTHER,ENCINO ELF,FATAL HAUNTED,FOOL MOCKINGBIRD,FREEDOM CLEOPATRA,GREEK EVERYONE,HALF OUTFIELD,HARRY IDAHO,HAUNTING PIANIST,HEAVENLY GUN,JAWS HARRY,LEBOWSKI SOLDIERS,LOLA AGENT,MASK PEACH,MILLION ACE,NETWORK PEAK,PARK CITIZEN,PATRIOT ROMAN,PREJUDICE OLEANDER,QUEEN LUKE,RACER EGG,RANDOM GO,RECORDS ZORRO,REQUIEM TYCOON,RIVER OUTLAW,SABRINA MIDNIGHT,SAGEBRUSH CLUELESS,STATE WASTELAND,STRANGER STRANGERS,SUNSET RACER,VIETNAM SMOOCHY,WAIT CIDER,WOLVES DESIRE"
SHELBY,"BALLOON HOMEWARD,BOOGIE AMELIE,CAPER MOTIONS,CHAINSAW UPTOWN,DOCTOR GRAIL,DOUBTFIRE LABYRINTH,FLIGHT LIES,FLYING HOOK,HANDICAP BOONDOCK,HEDWIG ALTER,IGBY MAKER,LIES TREATMENT,LOATHING LEGALLY,MADNESS ATTACKS,MASSAGE IMAGE,METROPOLIS COMA,MOD SECRETARY,MUSCLE BRIGHT,NEIGHBORS CHARADE,ROUGE SQUAD,SPICE SORORITY,STORY SIDE,SUPERFLY TRIP,TIMBERLAND SKY,WATCH TRACY"
SHELLEY,"CLUELESS BUCKET,CUPBOARD SINNERS,DRAGONFLY STRANGERS,DRIVING POLISH,EDGE KISSING,ESCAPE METROPOLIS,FOREVER CANDIDATE,GRAIL FRANKENSTEIN,GUNFIGHTER MUSSOLINI,HOME PITY,JUMPING WRATH,KARATE MOON,LOST BIRD,MIGHTY LUCK,MOD SECRETARY,MONTEREY LABYRINTH,NONE SPIKING,PARK CITIZEN,SANTA PARIS,SEABISCUIT PUNK,SHIP WONDERLAND,STEERS ARMAGEDDON,TEMPLE ATTRACTION,TROUBLE DATE,WOMEN DORADO"
SHELTON,"ACADEMY DINOSAUR,ATLANTIS CAUSE,BARBARELLA STREETCAR,BORN SPINAL,CADDYSHACK JEDI,CAT CONEHEADS,CLASH FREDDY,CLOSER BANG,COLDBLOODED DARLING,CREATURES SHAKESPEARE,DAISY MENAGERIE,DISTURBING SCARFACE,DIVIDE MONSTER,DOCTOR GRAIL,DOOM DANCING,GOODFELLAS SALUTE,HALLOWEEN NUTS,HUSTLER PARTY,IDOLS SNATCHERS,JEKYLL FROGMEN,JERK PAYCHECK,LAWLESS VISION,MAGUIRE APACHE,MARRIED GO,MASSAGE IMAGE,MOVIE SHAKESPEARE,PACIFIC AMISTAD,STREAK RIDGEMONT,SUNSET RACER,TOWERS HURRICANE,TRUMAN CRAZY"
SHERROD,"BORN SPINAL,BUGSY SONG,CARRIE BUNCH,CENTER DINOSAUR,CLASH FREDDY,CONFUSED CANDLES,DECEIVER BETRAYED,DRIVING POLISH,GALAXY SWEETHEARTS,GOLD RIVER,HARPER DYING,LAWLESS VISION,LOVER TRUMAN,MASSACRE USUAL,MONEY HAROLD,NAME DETECTIVE,PULP BEVERLY,PURPLE MOVIE,RAGE GAMES,ROCK INSTINCT,ROSES TREASURE,SANTA PARIS,SCARFACE BANG,SINNERS ATLANTIS,SLEEPY JAPANESE,SOLDIERS EVOLUTION,STAGE WORLD,SUSPECTS QUILLS,SWEETHEARTS SUSPECTS,TELEMARK HEARTBREAKERS,UNCUT SUICIDES,WASH HEAVENLY,WIND PHANTOM"
SIKES,"AIRPORT POLLOCK,ANACONDA CONFESSIONS,ANGELS LIFE,BABY HALL,CONEHEADS SMOOCHY,DISTURBING SCARFACE,EASY GLADIATOR,EFFECT GLADIATOR,FANTASIA PARK,FELLOWSHIP AUTUMN,HEAVYWEIGHTS BEAST,HYDE DOCTOR,ISLAND EXORCIST,LORD ARIZONA,LOSER HUSTLER,NATURAL STOCK,PACIFIC AMISTAD,PUNK DIVORCE,ROMAN PUNK,SEATTLE EXPECATIONS,SHANGHAI TYCOON,SOUTH WAIT,TOMATOES HELLFIGHTERS,UNBREAKABLE KARATE,VALENTINE VANISHING,WARDROBE PHANTOM"
SILVA,"AMADEUS HOLY,BIRCH ANTITRUST,BOOGIE AMELIE,BREAKING HOME,CAMELOT VACATION,CHARIOTS CONSPIRACY,CONEHEADS SMOOCHY,CRAFT OUTFIELD,DANCES NONE,DISTURBING SCARFACE,ENCOUNTERS CURTAIN,GUN BONNIE,HIGH ENCINO,HOUSE DYNAMITE,INCH JET,JAWS HARRY,JUGGLER HARDLY,LAMBS CINCINATTI,LOATHING LEGALLY,MAIDEN HOME,MASK PEACH,NOVOCAINE FLIGHT,OPPOSITE NECKLACE,POTLUCK MIXED,RAGING AIRPLANE,REEF SALUTE,SHOCK CABIN,SPLASH GUMP,TIGHTS DAWN,TITANS JERK,TRAFFIC HOBBIT,WOMEN DORADO"
SILVERMAN,"AFFAIR PREJUDICE,ALASKA PHANTOM,ALTER VICTORY,AMERICAN CIRCUS,APACHE DIVINE,BEAR GRACELAND,BUNCH MINDS,CAMELOT VACATION,CLEOPATRA DEVIL,CLUB GRAFFITI,COMFORTS RUSH,EXPECATIONS NATURAL,GASLIGHT CRUSADE,HEDWIG ALTER,KICK SAVANNAH,KISSING DOLLS,LANGUAGE COWBOY,MANCHURIAN CURTAIN,MEMENTO ZOOLANDER,MEMENTO ZOOLANDER,NETWORK PEAK,PACKER MADIGAN,PARIS WEEKEND,POSEIDON FOREVER,RIVER OUTLAW,ROOM ROMAN,SUMMER SCARFACE,THIEF PELICAN,WATERFRONT DELIVERANCE"
SIMMONS,"ACADEMY DINOSAUR,ANNIE IDENTITY,ARACHNOPHOBIA ROLLERCOASTER,BEETHOVEN EXORCIST,BREAKFAST GOLDFINGER,CAT CONEHEADS,DORADO NOTTING,DYING MAKER,FIDELITY DEVIL,FRENCH HOLIDAY,GORGEOUS BINGO,HALLOWEEN NUTS,LEBOWSKI SOLDIERS,LIES TREATMENT,METROPOLIS COMA,PANIC CLUB,REDEMPTION COMFORTS,SCORPION APOLLO,STEEL SANTA,STEPMOM DREAM,STORM HAPPINESS,SUMMER SCARFACE,TARZAN VIDEOTAPE,TEEN APOLLO,UNBREAKABLE KARATE,WINDOW SIDE,WOMEN DORADO,WONKA SEA"
SIMPKINS,"ALI FOREVER,APACHE DIVINE,ATTRACTION NEWTON,BORROWERS BEDAZZLED,CAMELOT VACATION,CHASING FIGHT,CHILL LUCK,DESIRE ALIEN,DIVINE RESURRECTION,DRIFTER COMMANDMENTS,EYES DRIVING,FIDELITY DEVIL,FISH OPUS,FRENCH HOLIDAY,GARDEN ISLAND,GREASE YOUTH,HUMAN GRAFFITI,ICE CROSSING,JASON TRAP,LEAGUE HELLFIGHTERS,LESSON CLEOPATRA,LIBERTY MAGNIFICENT,MAGNIFICENT CHITTY,MALTESE HOPE,OPUS ICE,PITY BOUND,REMEMBER DIARY,SEABISCUIT PUNK,SECRET GROUNDHOG,STRICTLY SCARFACE,TRAMP OTHERS,WEREWOLF LOLA"
SIMPSON,"ARMY FLINTSTONES,BOULEVARD MOB,CANDLES GRAPES,CELEBRITY HORN,CHASING FIGHT,CHILL LUCK,DEVIL DESIRE,FANTASY TROOPERS,FULL FLATLINERS,GALAXY SWEETHEARTS,GENTLEMEN STAGE,GRAIL FRANKENSTEIN,GREEDY ROOTS,HOMICIDE PEACH,JEKYLL FROGMEN,JUMANJI BLADE,LADY STAGE,MADNESS ATTACKS,MANCHURIAN CURTAIN,MATRIX SNOWMAN,MINE TITANS,MUSKETEERS WAIT,PATRIOT ROMAN,PRIMARY GLASS,RAGE GAMES,SALUTE APOLLO,SILENCE KANE,UNDEFEATED DALMATIONS"
SIMS,"BRIGHT ENCOUNTERS,CHANCE RESURRECTION,CLOSER BANG,COMA HEAD,CREATURES SHAKESPEARE,DRIVING POLISH,DURHAM PANKY,EARRING INSTINCT,FLATLINERS KILLER,FORREST SONS,GREEDY ROOTS,HILLS NEIGHBORS,HOPE TOOTSIE,HORROR REIGN,INTERVIEW LIAISONS,OUTFIELD MASSACRE,PAYCHECK WAIT,SCORPION APOLLO,STORM HAPPINESS"
SKIDMORE,"APACHE DIVINE,BEHAVIOR RUNAWAY,BOOGIE AMELIE,CANYON STOCK,CASABLANCA SUPER,CHEAPER CLYDE,CLUB GRAFFITI,DRAGON SQUAD,FORWARD TEMPLE,GREASE YOUTH,GRIT CLOCKWORK,JET NEIGHBORS,LAWLESS VISION,LOLA AGENT,MAGNOLIA FORRESTER,ORIENT CLOSER,OSCAR GOLD,PRINCESS GIANT,REIGN GENTLEMEN,SAVANNAH TOWN,TIES HUNGER,VELVET TERMINATOR"
SLEDGE,"AFRICAN EGG,ANGELS LIFE,APACHE DIVINE,BILKO ANONYMOUS,BLADE POLISH,BOILED DARES,CROW GREASE,DEVIL DESIRE,EDGE KISSING,EVE RESURRECTION,EXCITEMENT EVE,FARGO GANDHI,FLAMINGOS CONNECTICUT,FREEDOM CLEOPATRA,GREEDY ROOTS,HEAD STRANGER,INTRIGUE WORST,KISS GLORY,KNOCK WARLOCK,LIAISONS SWEET,RANDOM GO,ROXANNE REBEL,SABRINA MIDNIGHT,SATURDAY LAMBS,SEA VIRGIN,SECRETS PARADISE,SILVERADO GOLDFINGER,VACATION BOONDOCK"
SLONE,"AFFAIR PREJUDICE,BEVERLY OUTLAW,BIRCH ANTITRUST,CHISUM BEHAVIOR,CHRISTMAS MOONSHINE,COLOR PHILADELPHIA,CREEPERS KANE,DANCING FEVER,DESTINY SATURDAY,DOWNHILL ENOUGH,DYING MAKER,ENTRAPMENT SATISFACTION,FANTASIA PARK,FICTION CHRISTMAS,FICTION CHRISTMAS,INNOCENT USUAL,ISLAND EXORCIST,LOST BIRD,MADNESS ATTACKS,SHAKESPEARE SADDLE,SHREK LICENSE,TELEGRAPH VOYAGE,TROUBLE DATE,VOYAGE LEGALLY,WON DARES"
SMITH,"ADAPTATION HOLES,AMISTAD MIDSUMMER,ATTACKS HATE,BIKINI BORROWERS,CLOSER BANG,CONFIDENTIAL INTERVIEW,DALMATIONS SWEDEN,DETECTIVE VISION,DOORS PRESIDENT,EXPECATIONS NATURAL,FERRIS MOTHER,FINDING ANACONDA,FIRE WOLVES,FIREBALL PHILADELPHIA,FIREBALL PHILADELPHIA,FROST HEAD,JEEPERS WEDDING,JUMANJI BLADE,LUCK OPUS,MINDS TRUMAN,MUSKETEERS WAIT,PATIENT SISTER,PATIENT SISTER,RACER EGG,SATURDAY LAMBS,SAVANNAH TOWN,SNATCH SLIPPER,TALENTED HOMICIDE,UNFORGIVEN ZOOLANDER,USUAL UNTOUCHABLES,WOMEN DORADO,YOUTH KICK"
SNYDER,"ADAPTATION HOLES,CABIN FLASH,CHARIOTS CONSPIRACY,COMA HEAD,CONFIDENTIAL INTERVIEW,CONGENIALITY QUEST,DAISY MENAGERIE,DOGMA FAMILY,DRIVING POLISH,ENCOUNTERS CURTAIN,FIDELITY DEVIL,FORRESTER COMANCHEROS,FRONTIER CABIN,FULL FLATLINERS,HANGING DEEP,HOLES BRANNIGAN,HOLOCAUST HIGHBALL,LOSE INCH,MARRIED GO,MAUDE MOD,MOULIN WAKE,MUSCLE BRIGHT,NASH CHOCOLAT,NATIONAL STORY,NATURAL STOCK,NEIGHBORS CHARADE,PITTSBURGH HUNCHBACK,POLLOCK DELIVERANCE,PREJUDICE OLEANDER,PURPLE MOVIE,SEATTLE EXPECATIONS,SPICE SORORITY,STAGECOACH ARMAGEDDON,SWARM GOLD,THIEF PELICAN,TOMORROW HUSTLER,WIFE TURN,WIFE TURN,WORKING MICROCOSMOS"
SOTO,"AFFAIR PREJUDICE,AIRPORT POLLOCK,ARIZONA BANG,CIRCUS YOUTH,DANCING FEVER,DOWNHILL ENOUGH,ESCAPE METROPOLIS,GHOST GROUNDHOG,GREATEST NORTH,GUN BONNIE,HANDICAP BOONDOCK,HUNCHBACK IMPOSSIBLE,KARATE MOON,LADY STAGE,MERMAID INSECTS,MIGHTY LUCK,MOCKINGBIRD HOLLYWOOD,MONSTER SPARTACUS,NASH CHOCOLAT,ORIENT CLOSER,PANTHER REDS,PARTY KNOCK,RESERVOIR ADAPTATION,STRANGER STRANGERS,TIMBERLAND SKY,TORQUE BOUND,USUAL UNTOUCHABLES,WEST LION,WRONG BEHAVIOR"
SOUTH,"CABIN FLASH,CLEOPATRA DEVIL,CLOCKWORK PARADISE,DISTURBING SCARFACE,DRIVER ANNIE,EVERYONE CRAFT,GABLES METROPOLIS,HELLFIGHTERS SIERRA,INNOCENT USUAL,JASON TRAP,LIFE TWISTED,MALKOVICH PET,MOVIE SHAKESPEARE,NOTTING SPEAKEASY,PARIS WEEKEND,REDEMPTION COMFORTS,RIDGEMONT SUBMARINE,RUSH GOODFELLAS,SLIPPER FIDELITY,SPIRIT FLINTSTONES,SUIT WALLS,VALENTINE VANISHING,WEEKEND PERSONAL"
SPEAR,"BERETS AGENT,BRINGING HYSTERICAL,CAMPUS REMEMBER,CLASH FREDDY,CLONES PINOCCHIO,CONFUSED CANDLES,CREATURES SHAKESPEARE,DISTURBING SCARFACE,DORADO NOTTING,DWARFS ALTER,ELEPHANT TROJAN,FROST HEAD,GRIT CLOCKWORK,HONEY TIES,IDAHO LOVE,LEAGUE HELLFIGHTERS,MUSIC BOONDOCK,OLEANDER CLUE,PANKY SUBMARINE,PAYCHECK WAIT,ROUGE SQUAD,WOLVES DESIRE,YENTL IDAHO"
SPENCER,"ANGELS LIFE,ANGELS LIFE,BILL OTHERS,COLOR PHILADELPHIA,DANCES NONE,DANGEROUS UPTOWN,DEEP CRUSADE,DYING MAKER,ENGLISH BULWORTH,FALCON VOLUME,FEATHERS METAL,GUNFIGHTER MUSSOLINI,HOLES BRANNIGAN,INSTINCT AIRPORT,JEDI BENEATH,KICK SAVANNAH,KISSING DOLLS,LEAGUE HELLFIGHTERS,MADRE GABLES,MARRIED GO,MODERN DORADO,NOVOCAINE FLIGHT,PATIENT SISTER,RAGE GAMES,SHAWSHANK BUBBLE,SHINING ROSES,SONS INTERVIEW,UNBREAKABLE KARATE,WRATH MILE"
SPURLOCK,"ANACONDA CONFESSIONS,BEDAZZLED MARRIED,DANCES NONE,DRAGON SQUAD,DRIVER ANNIE,FALCON VOLUME,FOOL MOCKINGBIRD,FURY MURDER,GANGS PRIDE,GRINCH MASSAGE,HARRY IDAHO,HIGHBALL POTTER,HOURS RAGE,LIES TREATMENT,MALTESE HOPE,MANNEQUIN WORST,METAL ARMAGEDDON,NATIONAL STORY,NETWORK PEAK,PAPI NECKLACE,QUEEN LUKE,RACER EGG,ROOM ROMAN,SAINTS BRIDE,SCORPION APOLLO,SMOKING BARBARELLA,SNATCHERS MONTEZUMA,SUPERFLY TRIP,VELVET TERMINATOR,VIRGINIAN PLUTO"
STANFIELD,"ACADEMY DINOSAUR,ANALYZE HOOSIERS,BILL OTHERS,BONNIE HOLOCAUST,CAMELOT VACATION,CUPBOARD SINNERS,EARTH VISION,ENEMY ODDS,FIRE WOLVES,FLAMINGOS CONNECTICUT,FORRESTER COMANCHEROS,FURY MURDER,GLORY TRACY,HILLS NEIGHBORS,LEBOWSKI SOLDIERS,LOLA AGENT,METAL ARMAGEDDON,OPUS ICE,ROOM ROMAN,STATE WASTELAND,STEEL SANTA,TENENBAUMS COMMAND,THIEF PELICAN,TITANS JERK,TRADING PINOCCHIO,WARDROBE PHANTOM"
STANLEY,"BAKED CLEOPATRA,CHAPLIN LICENSE,CIRCUS YOUTH,CURTAIN VIDEOTAPE,CYCLONE FAMILY,DOLLS RAGE,FANTASY TROOPERS,FIREBALL PHILADELPHIA,GLASS DYING,GRAPES FURY,HAUNTED ANTITRUST,HOTEL HAPPINESS,KANE EXORCIST,LOCK REAR,LOVER TRUMAN,MERMAID INSECTS,MOCKINGBIRD HOLLYWOOD,MODERN DORADO,MOSQUITO ARMAGEDDON,PILOT HOOSIERS,POND SEATTLE,PRIDE ALAMO,PRINCESS GIANT,TOURIST PELICAN,TWISTED PIRATES,VOYAGE LEGALLY,WIFE TURN"
STCLAIR,"ALLEY EVOLUTION,BINGO TALENTED,CRAFT OUTFIELD,CROOKED FROGMEN,FLYING HOOK,FROST HEAD,GALAXY SWEETHEARTS,JASON TRAP,MASK PEACH,MENAGERIE RUSHMORE,MOON BUNCH,OTHERS SOUP,RAGING AIRPLANE,ROXANNE REBEL,SEA VIRGIN,SEATTLE EXPECATIONS,SINNERS ATLANTIS,SUNSET RACER,TOURIST PELICAN"
STEPHENS,"ALONE TRIP,BADMAN DAWN,BINGO TALENTED,BIRDS PERDITION,CREEPERS KANE,DYNAMITE TARZAN,FATAL HAUNTED,GANGS PRIDE,HEAVYWEIGHTS BEAST,IDOLS SNATCHERS,JERSEY SASSY,KICK SAVANNAH,LICENSE WEEKEND,MALTESE HOPE,MERMAID INSECTS,PAJAMA JAWBREAKER,PINOCCHIO SIMON,REAP UNFAITHFUL,ROOM ROMAN,SLEUTH ORIENT,WASTELAND DIVINE"
STEPP,"CHILL LUCK,CHILL LUCK,GRAPES FURY,GREATEST NORTH,HEARTBREAKERS BRIGHT,HEAVENLY GUN,HIGHBALL POTTER,IDOLS SNATCHERS,INTRIGUE WORST,INTRIGUE WORST,MEET CHOCOLATE,MOCKINGBIRD HOLLYWOOD,MOTIONS DETAILS,MYSTIC TRUMAN,NAME DETECTIVE,NONE SPIKING,PARIS WEEKEND,PELICAN COMFORTS,ROBBERS JOON,SAVANNAH TOWN,STAGECOACH ARMAGEDDON,STEEL SANTA,TALENTED HOMICIDE,TRADING PINOCCHIO,WORDS HUNTER"
STEVENS,"AFRICAN EGG,BLACKOUT PRIVATE,CLYDE THEORY,CREEPERS KANE,DIARY PANIC,DWARFS ALTER,FREAKY POCUS,HAMLET WISDOM,HOLOCAUST HIGHBALL,JAWS HARRY,LIAISONS SWEET,MADNESS ATTACKS,MAGNOLIA FORRESTER,NUTS TIES,OTHERS SOUP,PAPI NECKLACE,POLISH BROOKLYN,RANGE MOONWALKER,SECRETS PARADISE,SPIKING ELEMENT,TEEN APOLLO,TITANIC BOONDOCK,TROOPERS METAL,VACATION BOONDOCK"
STEWART,"ATTRACTION NEWTON,AUTUMN CROW,BEETHOVEN EXORCIST,BIRCH ANTITRUST,BIRDCAGE CASPER,BOUND CHEAPER,CASABLANCA SUPER,CASUALTIES ENCINO,CELEBRITY HORN,DALMATIONS SWEDEN,FALCON VOLUME,FIREBALL PHILADELPHIA,GABLES METROPOLIS,GANDHI KWAI,GRAPES FURY,GUYS FALCON,HILLS NEIGHBORS,JET NEIGHBORS,OPEN AFRICAN,ORANGE GRAPES,PRIMARY GLASS,RANDOM GO,REUNION WITCHES,SECRET GROUNDHOG,SECRETS PARADISE,SMILE EARRING,SPEAKEASY DATE,STAGE WORLD,TELEMARK HEARTBREAKERS,THIEF PELICAN,VALLEY PACKER,WATERFRONT DELIVERANCE,WITCHES PANIC"
STILL,"AMISTAD MIDSUMMER,BILL OTHERS,BOOGIE AMELIE,CARRIE BUNCH,CLYDE THEORY,EXCITEMENT EVE,FIDELITY DEVIL,FIGHT JAWBREAKER,FORWARD TEMPLE,GANGS PRIDE,HOMEWARD CIDER,INCH JET,INTRIGUE WORST,JEOPARDY ENCINO,KANE EXORCIST,KING EVOLUTION,MOCKINGBIRD HOLLYWOOD,OPERATION OPERATION,OPPOSITE NECKLACE,OZ LIAISONS,POLISH BROOKLYN,REMEMBER DIARY,SILENCE KANE,VANISHED GARDEN,VIRGINIAN PLUTO,WON DARES,WRONG BEHAVIOR"
STONE,"ALABAMA DEVIL,ANGELS LIFE,APACHE DIVINE,BRIGHT ENCOUNTERS,COMMAND DARLING,CONGENIALITY QUEST,CORE SUIT,DANCING FEVER,DANCING FEVER,DIVINE RESURRECTION,DOGMA FAMILY,EARTH VISION,FACTORY DRAGON,FIDDLER LOST,HANKY OCTOBER,HEARTBREAKERS BRIGHT,LABYRINTH LEAGUE,PATTON INTERVIEW,PEAK FOREVER,POTTER CONNECTICUT,RIDER CADDYSHACK,ROMAN PUNK,SHEPHERD MIDSUMMER,SLEUTH ORIENT,STRICTLY SCARFACE,TEXAS WATCH,THIEF PELICAN,TOMATOES HELLFIGHTERS,TROJAN TOMORROW,UNITED PILOT,WAIT CIDER,ZORRO ARK"
SULLIVAN,"AMELIE HELLFIGHTERS,ARTIST COLDBLOODED,BOOGIE AMELIE,BORN SPINAL,CADDYSHACK JEDI,CANDLES GRAPES,CONFIDENTIAL INTERVIEW,CONTACT ANONYMOUS,CROSSROADS CASUALTIES,GRAFFITI LOVE,LESSON CLEOPATRA,LIFE TWISTED,LUCKY FLYING,LUKE MUMMY,MARS ROMAN,MINE TITANS,MODEL FISH,NONE SPIKING,OPEN AFRICAN,PERFECT GROOVE,RIVER OUTLAW,SASSY PACKER,SUNDANCE INVASION,TEQUILA PAST,UPRISING UPTOWN,WRONG BEHAVIOR"
